sample_id,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRHPC_Pout_st,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRHPC_Pout_st,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,CLIMB1_DECKSMRHPC_Tin,CLIMB1_DECKSMRLPT_Tin,CLIMB1_DECKSMRHPC_Pout_st,CLIMB1_DTAMB,CLIMB1_ALT,CLIMB1_MACH,CLIMB1_COMMAND,CLIMB2_DECKSMRHPC_Tin,CLIMB2_DECKSMRLPT_Tin,CLIMB2_DECKSMRHPC_Pout_st,CLIMB2_DTAMB,CLIMB2_ALT,CLIMB2_MACH,CLIMB2_COMMAND
177,-0.0078082534272729,-0.004338441986368,-0.0027040137990894,-0.0027205207718376,-0.01909792076268,-0.0027636390872806,-0.0149813952520908,-0.0023568187636315,-0.0073233581094068,-0.0030749933970008,337.9694375839274,1153.588380572117,1364105.6513118274,10.0,35000,0.78,25000,388.22872196375044,1306.6923731749712,3479109.4559847917,15.0,0.0,0.0,120000,363.91994387317703,1193.6887687261226,2274810.7615626724,10.0,15000,0.55,120000,339.4023853370068,1168.5982890678802,1409330.9703629396,10.0,35000,0.78,120000
178,-0.00787067254332,-0.0043806321151843,-0.0027107096252916,-0.0027398599114168,-0.0193417771624943,-0.0027915352186829,-0.0151199535321949,-0.0023681687010218,-0.0074068872608541,-0.0030982429343997,337.97311270449654,1153.880662038166,1363742.7584931639,10.0,35000,0.78,25000,388.33220760270694,1309.7879121268916,3479863.834690399,15.0,0.0,0.0,120000,363.89549476102104,1193.723239414247,2272926.3595578107,10.0,15000,0.55,120000,339.4642919432256,1170.3591738816958,1408121.4154405484,10.0,35000,0.78,120000
179,-0.0079567192589075,-0.0044653798809652,-0.0027670364565967,-0.0027651571038243,-0.0195068632499477,-0.0028412287958317,-0.0152557117463368,-0.0023749448342054,-0.007454097442626,-0.0031180486083841,338.0608305800626,1154.803384543247,1363749.980294262,10.0,35000,0.78,25000,388.40348775280086,1309.4837157697714,3477573.9833285315,15.0,0.0,0.0,120000,363.8919673201701,1193.05803851213,2273199.2402834687,10.0,15000,0.55,120000,339.412413831453,1169.9781132221917,1408601.6660496122,10.0,35000,0.78,120000
180,-0.0080641918068385,-0.0045005819566434,-0.0027912735843328,-0.0028194501675974,-0.0196844664594626,-0.002871338724887,-0.015369079983163,-0.0024016839559321,-0.007510933656761,-0.0031273902253838,337.9207994714894,1154.7535194877785,1362782.9327548756,10.0,35000,0.78,25000,388.2599225855913,1310.241894111824,3477870.161685744,15.0,0.0,0.0,120000,364.00125435767586,1193.6737079630675,2273808.3261973457,10.0,15000,0.55,120000,339.6024425754145,1171.7107679337823,1407450.407552436,10.0,35000,0.78,120000
181,-0.0081423007872486,-0.0045462223271338,-0.0028168977525102,-0.0028390512302917,-0.0198342515145695,-0.0029273208863264,-0.0154988534537633,-0.0024141032288221,-0.007577739888631,-0.0031565194513141,337.98595387907693,1154.8209588536765,1363607.8135975902,10.0,35000,0.78,25000,388.32888609931337,1309.9031603342596,3475028.910602012,15.0,0.0,0.0,120000,363.96286056536746,1194.6465312723449,2273059.6262135063,10.0,15000,0.55,120000,339.4902672113799,1171.4437595788704,1406456.4529110603,10.0,35000,0.78,120000
182,-0.0082184313489758,-0.0046098907968231,-0.0028285460503387,-0.0028727664460672,-0.0199980875152923,-0.0029371843301495,-0.0156457435544765,-0.0024298918926102,-0.0076657075014006,-0.0032310061848056,337.9992397345112,1156.1102248403952,1363074.861522362,10.0,35000,0.78,25000,388.3803203885017,1310.8469525049106,3474839.578901005,15.0,0.0,0.0,120000,363.9366716684947,1194.2500519682733,2272204.6990809618,10.0,15000,0.55,120000,339.57397328338135,1171.8434131392494,1407397.611909895,10.0,35000,0.78,120000
183,-0.0083116113105908,-0.0046464186050239,-0.0028834981757834,-0.0028810444503075,-0.0201665172199108,-0.00295110657617,-0.0157762652418843,-0.0024374248991199,-0.0077368718726849,-0.0032395938375324,338.0292987085463,1155.9009541991152,1362714.144881068,10.0,35000,0.78,25000,388.33589476262404,1311.5444212311902,3474897.547451025,15.0,0.0,0.0,120000,364.0237504147269,1195.6132449874071,2269252.0745412884,10.0,15000,0.55,120000,339.5174413128619,1171.1481244405943,1408247.6138173253,10.0,35000,0.78,120000
184,-0.0083664261151976,-0.0047333282369325,-0.0029049081691006,-0.0029223060640447,-0.020333476672989,-0.0029851038769672,-0.0159128382178174,-0.0024586291593161,-0.0078076271554787,-0.0032590115256635,338.1208385944606,1155.8481169168974,1362078.5248362662,10.0,35000,0.78,25000,388.3418457393629,1311.531177027088,3474002.973084963,15.0,0.0,0.0,120000,364.02783104525446,1196.280100980434,2270323.4997409475,10.0,15000,0.55,120000,339.5334341258189,1172.0403784164841,1405553.0792608208,10.0,35000,0.78,120000
185,-0.0084429749062917,-0.0047593344641554,-0.0029140860686076,-0.0029574072737292,-0.0205013440273514,-0.0030202385434985,-0.0160379803492466,-0.0024779495315625,-0.0078774312730507,-0.0032725292724162,338.0314716407755,1156.3720118657538,1362648.1192485893,10.0,35000,0.78,25000,388.40486497327913,1312.5435875942885,3475992.88689941,15.0,0.0,0.0,120000,363.9873463618685,1195.7577351683108,2269298.2059955597,10.0,15000,0.55,120000,339.7198952154758,1172.154633879985,1405704.683917349,10.0,35000,0.78,120000
186,-0.0084994623805316,-0.0047930581934908,-0.0029625863099073,-0.0029953542904879,-0.0206711716136571,-0.0030274798424442,-0.01615070189493,-0.0024807083253688,-0.0079248946183647,-0.003320355279066,338.05253041204946,1157.0432199295935,1362463.6068034326,10.0,35000,0.78,25000,388.4358801140107,1313.787536013306,3473945.531736642,15.0,0.0,0.0,120000,364.01649815974145,1196.3751194467811,2270011.8951240676,10.0,15000,0.55,120000,339.69952924564876,1173.1931532516164,1406866.0589850286,10.0,35000,0.78,120000
187,-0.0085551551412036,-0.0048180496307339,-0.0029779676354083,-0.0030096409231392,-0.0208264513789366,-0.0030342422879167,-0.0162684699050751,-0.0025034543182857,-0.0080383478704395,-0.0033782961532617,338.08983717482437,1157.3313297693194,1362259.5630308788,10.0,35000,0.78,25000,388.3286769054113,1312.4545814977394,3473846.21587013,15.0,0.0,0.0,120000,364.05917664915785,1196.9093749305325,2269721.0578095242,10.0,15000,0.55,120000,339.669049836803,1173.4662857996013,1406333.968932818,10.0,35000,0.78,120000
188,-0.0086155307772252,-0.0048723767223639,-0.003047346926755,-0.0030199766451216,-0.0210377454163395,-0.0030914326769254,-0.0164055621780807,-0.0025523425408583,-0.0081262346157309,-0.003399767217324,338.11575441080083,1158.0990373210784,1362125.2290946494,10.0,35000,0.78,25000,388.4737085938424,1313.3936474832644,3472503.7006596215,15.0,0.0,0.0,120000,364.1169163409636,1197.1381188637838,2268247.7899017725,10.0,15000,0.55,120000,339.650418388563,1173.614312570344,1404873.1207278264,10.0,35000,0.78,120000
189,-0.0086941503706137,-0.004912520127447,-0.0030728213383853,-0.0030546823385265,-0.0212293434441425,-0.0031106263475503,-0.016535894671489,-0.0026199911773667,-0.0081760295554284,-0.0034411194206654,338.1210783840088,1158.432728005663,1361862.741953106,10.0,35000,0.78,25000,388.4992581447373,1315.0353058459211,3471206.8024910362,15.0,0.0,0.0,120000,364.07932345282677,1197.9164961580266,2270618.299508382,10.0,15000,0.55,120000,339.7485662413296,1173.9811223110542,1404826.5018064643,10.0,35000,0.78,120000
190,-0.0087506298214827,-0.0049605733074087,-0.0030899596173418,-0.0030649754955511,-0.0214470264879977,-0.0031526707432885,-0.0166698928200929,-0.0026522005023483,-0.0082416057891843,-0.0034675750377424,338.17320553409866,1158.8119312246658,1361813.0959933663,10.0,35000,0.78,25000,388.5117860054576,1315.3264603591663,3469781.950275388,15.0,0.0,0.0,120000,364.1114233643147,1199.2482049829355,2267690.439261761,10.0,15000,0.55,120000,339.7431303465453,1173.3761912880366,1404575.1540374556,10.0,35000,0.78,120000
191,-0.0088400510651406,-0.0050316934764615,-0.0031347058540042,-0.0030766641123344,-0.0216039165005914,-0.003188015459557,-0.0168054667932693,-0.0026990771864995,-0.0083195895055561,-0.0035046276882461,338.3094925868216,1159.0319370188943,1360949.144253598,10.0,35000,0.78,25000,388.45009867563596,1315.5311290724082,3471623.2654497693,15.0,0.0,0.0,120000,363.9720855971994,1198.8853617327013,2269008.6831241585,10.0,15000,0.55,120000,339.76153479966354,1173.6839318230932,1404528.9325312646,10.0,35000,0.78,120000
192,-0.0089417074344453,-0.0050808944005966,-0.0031546272824333,-0.0031008009841227,-0.0217588014461476,-0.0031921127001618,-0.0169582452780536,-0.0026998481944323,-0.0083944898675827,-0.0035190763600458,338.23221159246265,1159.0353777684477,1361007.4815806444,10.0,35000,0.78,25000,388.5783885884684,1316.0475749327043,3471794.176509248,15.0,0.0,0.0,120000,364.1509733367881,1199.7350286651606,2267770.9630776555,10.0,15000,0.55,120000,339.6854668695982,1174.6989457640036,1404309.084328439,10.0,35000,0.78,120000
193,-0.0090351499137949,-0.0051461015503792,-0.0031842596911246,-0.0031311844492319,-0.0219070684890102,-0.0032243225148443,-0.0170890786850355,-0.0027045499800104,-0.0084581365054692,-0.0035614290618916,338.25341019934143,1159.4132062925355,1360855.3125138981,10.0,35000,0.78,25000,388.53210569132574,1315.7693901034143,3472065.1333146114,15.0,0.0,0.0,120000,364.0633295959818,1200.063933324953,2264515.2178895217,10.0,15000,0.55,120000,339.7066457121181,1175.43742001169,1403715.4345192122,10.0,35000,0.78,120000
194,-0.0091051698377591,-0.0051686677428991,-0.0032060064328866,-0.0031805440083609,-0.0220741554871972,-0.0032764159994064,-0.0172335850428475,-0.0027174069067073,-0.0085094129562403,-0.0035993228258469,338.1967816162289,1160.810384447196,1361428.396399924,10.0,35000,0.78,25000,388.47544925459755,1316.9846033595654,3468139.706345253,15.0,0.0,0.0,120000,364.240318706526,1199.32429317493,2266448.9213449163,10.0,15000,0.55,120000,339.8149841180899,1175.013424993738,1403311.676866313,10.0,35000,0.78,120000
195,-0.0091909602383263,-0.0052082973355639,-0.0032150678273906,-0.0031877128442922,-0.0222780387680352,-0.0033171699758932,-0.0173756981269441,-0.0027460936964707,-0.0085681748465896,-0.0036176696222689,338.2630118691834,1160.6237838439731,1361172.7693897174,10.0,35000,0.78,25000,388.6444713224074,1315.796133982797,3468192.4276349572,15.0,0.0,0.0,120000,364.2028791626677,1200.7399071482141,2265424.596551454,10.0,15000,0.55,120000,339.80134179363773,1175.9519082595602,1404045.3126087526,10.0,35000,0.78,120000
196,-0.009284284537977,-0.0052536386406572,-0.0032388372150991,-0.0032042871393697,-0.0224779120263591,-0.0033803897567259,-0.0174936162099004,-0.0027670858680605,-0.0086562024082923,-0.0036618497880707,338.35844700069674,1161.1882933459426,1359867.7632763206,10.0,35000,0.78,25000,388.550471004828,1317.03000907882,3467328.4953576573,15.0,0.0,0.0,120000,364.3018393278771,1201.2700264951602,2266420.6467724866,10.0,15000,0.55,120000,339.87859768104363,1176.8372828125823,1402769.241709162,10.0,35000,0.78,120000
197,-0.0093536400594622,-0.0052786390451971,-0.0032779446301475,-0.00326207669638,-0.0226342180369659,-0.0034047545898469,-0.0176193742150355,-0.0027857555332827,-0.0087383818922103,-0.003672611454304,338.3666840551298,1161.1692008045657,1360308.490760252,10.0,35000,0.78,25000,388.6591873286741,1317.2475716873444,3469715.4411156215,15.0,0.0,0.0,120000,364.2207829823658,1201.9541969203253,2266080.9250936196,10.0,15000,0.55,120000,339.8998481338074,1176.3939329987343,1402808.806003693,10.0,35000,0.78,120000
198,-0.0094183372183623,-0.0053225159990942,-0.0032869407088816,-0.0032733248830502,-0.0228205968291443,-0.0034369354342451,-0.0177547374740859,-0.0027918084593259,-0.0087933124214708,-0.0036872732060003,338.36762198632624,1161.3977562622492,1359593.0447239268,10.0,35000,0.78,25000,388.59895805711943,1319.006813219457,3466045.016124869,15.0,0.0,0.0,120000,364.23752415096976,1201.741571362412,2265188.785373748,10.0,15000,0.55,120000,339.94901572124206,1176.8840370074781,1403704.7779525605,10.0,35000,0.78,120000
199,-0.0094789981980086,-0.0053446538915928,-0.0033174609213517,-0.0033663658636717,-0.0229728565212885,-0.003487927601389,-0.0179196158783488,-0.0027956936439909,-0.0088721370268573,-0.0037233060498122,338.45716217613966,1162.285170502988,1359891.6361362657,10.0,35000,0.78,25000,388.60496385773763,1319.0858056903353,3464216.015570608,15.0,0.0,0.0,120000,364.24195594078657,1202.897337062127,2264150.811636263,10.0,15000,0.55,120000,340.0209229100245,1177.1300590325409,1402791.814639994,10.0,35000,0.78,120000
200,-0.0095295788918824,-0.0053933369347984,-0.0033676260652926,-0.0034433243884453,-0.0231284885068865,-0.0035117317049071,-0.018056975764218,-0.0028304063533202,-0.0089332120939558,-0.0037306635064358,338.45004380267517,1162.391723257096,1359876.379755693,10.0,35000,0.78,25000,388.6006017668716,1319.5778345606695,3463864.4457679405,15.0,0.0,0.0,120000,364.28145138203524,1201.8864220180203,2264057.782939292,10.0,15000,0.55,120000,340.0108332941609,1176.77892487764,1402515.5387153227,10.0,35000,0.78,120000
201,-0.0096493102681942,-0.0054399244908836,-0.0034155593236321,-0.0034738628595712,-0.0232777327075908,-0.0035611268740573,-0.0182050593295926,-0.0028364242809946,-0.008983866671113,-0.0037531912608521,338.5105354247216,1162.694745156311,1359291.2760505527,10.0,35000,0.78,25000,388.7986306314094,1320.3711161629203,3466891.3790461468,15.0,0.0,0.0,120000,364.3235123022428,1203.4661420994819,2264018.9176332797,10.0,15000,0.55,120000,340.0201377315906,1177.5102964907628,1401417.5437600196,10.0,35000,0.78,120000
202,-0.0097334939777287,-0.0054782763895721,-0.003462297226059,-0.0034852370387963,-0.0234329566387103,-0.0036280759808435,-0.0183766079548833,-0.0028421310847581,-0.0090328928298232,-0.0038024745820249,338.523553612048,1163.7998691578027,1359160.1186644225,10.0,35000,0.78,25000,388.7720969691332,1320.3414694612675,3463906.277184852,15.0,0.0,0.0,120000,364.324847405435,1203.6039558397533,2263584.110118759,10.0,15000,0.55,120000,339.9732687147578,1178.7538918888486,1402153.7111434105,10.0,35000,0.78,120000
203,-0.0098348633603793,-0.0055428922155367,-0.0034825910008406,-0.003552698126668,-0.023589390628698,-0.0036403537084905,-0.0185333990486404,-0.0028578852563292,-0.009087736668592,-0.003873219407083,338.47668727647925,1164.7776549226285,1359283.118126438,10.0,35000,0.78,25000,388.75359570648664,1320.2719773075087,3464864.950040336,15.0,0.0,0.0,120000,364.29570632345946,1203.5467279310697,2262112.568780263,10.0,15000,0.55,120000,340.0827719345907,1179.4762137095277,1400398.3348341198,10.0,35000,0.78,120000
204,-0.0099187557701314,-0.0055843906432248,-0.0034950163131281,-0.0035695569153954,-0.0237533925019816,-0.0036591184674125,-0.0186860183002736,-0.0028794869808838,-0.0091644850277898,-0.0038916876468269,338.56604212409894,1164.6748586670533,1358758.654452328,10.0,35000,0.78,25000,388.7528364642444,1320.5490206187003,3463433.303723135,15.0,0.0,0.0,120000,364.3698105397048,1204.266243442284,2260701.4039722197,10.0,15000,0.55,120000,340.0076247143928,1178.646577693015,1398798.8690605466,10.0,35000,0.78,120000
205,-0.0100013709826453,-0.0056537918720007,-0.0035058340685382,-0.0036587430526889,-0.0239032527465659,-0.003688669828255,-0.0188418967235221,-0.0029287393314438,-0.0092251431725544,-0.0039118774243296,338.5868114020048,1164.0821882157027,1358828.5192225769,10.0,35000,0.78,25000,388.83376006128765,1322.4225960499564,3460577.2987261526,15.0,0.0,0.0,120000,364.3642193246782,1204.855210522949,2260396.819012406,10.0,15000,0.55,120000,340.1759767607937,1178.6969729694197,1400253.9740967853,10.0,35000,0.78,120000
206,-0.0100617806507471,-0.0056894672119366,-0.0035415929673274,-0.0037077122627121,-0.0240909328672648,-0.0036980224167413,-0.0189770414221023,-0.0029462532727557,-0.0092721025010669,-0.0039571443012406,338.56954798894543,1164.53829309945,1359050.6273214195,10.0,35000,0.78,25000,388.8347648282982,1323.1809421719004,3461132.4586372543,15.0,0.0,0.0,120000,364.3878193590168,1204.3223425329566,2259721.433063122,10.0,15000,0.55,120000,340.114191196156,1179.3894533761606,1401017.0066545166,10.0,35000,0.78,120000
207,-0.0101603439636667,-0.0057304776328713,-0.003555662255832,-0.0037662632682957,-0.0242806862470552,-0.0037221819682026,-0.0191093641162329,-0.0029563687066453,-0.0093491846774979,-0.0039677113179654,338.68585217770544,1165.5108952080777,1358212.2313905037,10.0,35000,0.78,25000,388.9169026164088,1322.4263276017427,3459229.2253340795,15.0,0.0,0.0,120000,364.3612575826948,1206.4719458211189,2260212.976521481,10.0,15000,0.55,120000,340.08073118102783,1180.7014543285661,1400062.1026927477,10.0,35000,0.78,120000
208,-0.0102294268184157,-0.0057833699145393,-0.0035844121367633,-0.003773078506171,-0.0244293667777939,-0.0037287493715487,-0.0192270141599674,-0.0029673123944701,-0.0094138235190003,-0.0040274653250045,338.5925171068155,1165.2520479691789,1357540.2965512846,10.0,35000,0.78,25000,388.77953666115883,1323.1748781017989,3460167.582192939,15.0,0.0,0.0,120000,364.4508161023534,1205.5742966875775,2258107.938254984,10.0,15000,0.55,120000,340.2232342654863,1181.3008695405583,1397716.590500699,10.0,35000,0.78,120000
209,-0.0103124819951224,-0.0058453777474025,-0.0035945746236915,-0.0038105579196247,-0.0246471603554245,-0.0037641821821369,-0.0193772127998906,-0.0030113567928108,-0.0094670512691409,-0.0040494398196718,338.67942565906753,1165.9614982084747,1358133.5239770927,10.0,35000,0.78,25000,388.8269813399388,1324.4670808880574,3457718.0398924924,15.0,0.0,0.0,120000,364.4774976812055,1205.3198614989562,2258631.2334448053,10.0,15000,0.55,120000,340.2152933878541,1180.7034677592833,1400589.9821436587,10.0,35000,0.78,120000
210,-0.0103665687703629,-0.0058903188317834,-0.0036025121396198,-0.0038431947589067,-0.0248378074449471,-0.0037987658519767,-0.0195344098030955,-0.0030821988462882,-0.0095315498429871,-0.0040585533333576,338.70462285583386,1167.2319090052135,1358102.087817026,10.0,35000,0.78,25000,388.82497478460425,1324.4742015636266,3457912.511429513,15.0,0.0,0.0,120000,364.3796968215093,1208.515165179946,2258055.053220935,10.0,15000,0.55,120000,340.13828726922446,1181.2866555317985,1400297.3223596315,10.0,35000,0.78,120000
211,-0.0104290319538333,-0.0059310281056587,-0.0036668840686372,-0.0039131734317063,-0.0249895724949749,-0.0038147965630712,-0.0196747815852504,-0.0031010778939119,-0.0096007781181196,-0.0040880826992291,338.7381332420756,1167.5755895252764,1357585.1673923929,10.0,35000,0.78,25000,388.84422447611985,1325.1621862882998,3457389.4847577396,15.0,0.0,0.0,120000,364.42795326227065,1207.1557043479063,2258018.6073096455,10.0,15000,0.55,120000,340.1708803935816,1181.3160472952497,1397947.789071859,10.0,35000,0.78,120000
212,-0.0104988446802395,-0.0059860137523024,-0.0036985513610077,-0.0039338427321221,-0.0251496057310494,-0.0038196799937283,-0.0197923870008242,-0.003159580864062,-0.0096758943993493,-0.0041488171416896,338.75434239754884,1166.72603270342,1357593.0503391586,10.0,35000,0.78,25000,388.8144048951247,1325.0452144152514,3457364.9851230094,15.0,0.0,0.0,120000,364.56897947192607,1207.3192518087008,2257715.431566353,10.0,15000,0.55,120000,340.21047866259835,1182.8291919603148,1398061.8798180828,10.0,35000,0.78,120000
213,-0.0106143605871098,-0.0060432966419807,-0.0037036085073808,-0.0039464277263001,-0.0253511666368257,-0.0038807482236868,-0.0199493097850629,-0.0031691300425188,-0.0097802229096811,-0.0042021866121687,338.7867618608551,1168.2096703015172,1357708.9442164884,10.0,35000,0.78,25000,388.88072409980856,1325.8855952934412,3454029.2672501784,15.0,0.0,0.0,120000,364.45735783579215,1207.6164662166934,2257418.8892116165,10.0,15000,0.55,120000,340.21890154273234,1182.6732510057925,1396716.1325781336,10.0,35000,0.78,120000
214,-0.0106977711732751,-0.0060780490445891,-0.0037278991314124,-0.0039623169358137,-0.025527275992441,-0.0038902658287703,-0.0201444279731003,-0.0031697690717804,-0.0098968407766757,-0.0042532079546007,338.79080452315725,1168.4621996872884,1357120.1430138384,10.0,35000,0.78,25000,388.9254507277954,1325.9130302603269,3454374.7516109482,15.0,0.0,0.0,120000,364.4548562308311,1209.6442071001293,2257445.563877779,10.0,15000,0.55,120000,340.2997861659058,1182.888957814367,1397886.3568533126,10.0,35000,0.78,120000
215,-0.010773994508053,-0.0061902576930565,-0.0037428174576119,-0.0039857081283693,-0.0256885940025107,-0.0039079216025408,-0.0202875484752513,-0.0032140009466409,-0.0099631897678069,-0.0042684764734755,338.869084843091,1169.1800834011008,1357336.6650606554,10.0,35000,0.78,25000,388.9608263844133,1327.1057790623818,3454433.262713152,15.0,0.0,0.0,120000,364.53516525661297,1208.6684638335307,2254690.4731570682,10.0,15000,0.55,120000,340.3258224228961,1183.7947126738684,1397333.6202761573,10.0,35000,0.78,120000
216,-0.010854423720127,-0.0062339887631763,-0.0037945932534468,-0.0040598460347305,-0.0258551304559507,-0.0039289408755425,-0.0204082603968458,-0.0032393744589555,-0.0100194170871452,-0.0042892088477253,338.8729052319244,1169.2554669417004,1356911.6697144,10.0,35000,0.78,25000,388.9978343696399,1327.2665160696113,3454343.9763407516,15.0,0.0,0.0,120000,364.563576724917,1210.0666014157912,2255993.753846839,10.0,15000,0.55,120000,340.2612376341721,1184.3173501077379,1397646.470889303,10.0,35000,0.78,120000
217,-0.0109426886529845,-0.0063388898024725,-0.0038173665260951,-0.0040758478222536,-0.0260318800498737,-0.0039425245673681,-0.0205259412349049,-0.0032563432060864,-0.0100985922944376,-0.0043302432189873,338.8692146659045,1168.9349150598875,1357061.6839841062,10.0,35000,0.78,25000,388.9860279472858,1328.114663906543,3454949.1307015773,15.0,0.0,0.0,120000,364.6183582898941,1209.9774368862443,2254571.3728049127,10.0,15000,0.55,120000,340.3273669380742,1182.7759741144791,1397818.163393303,10.0,35000,0.78,120000
218,-0.0110188411198936,-0.0063774284884112,-0.0038311749315191,-0.0040970978203128,-0.0262040457424957,-0.0039538509382457,-0.0206595250277615,-0.0033247659479088,-0.0102026361421493,-0.0043862451492941,338.8254814732372,1170.248796370863,1356464.6928148132,10.0,35000,0.78,25000,389.007772503075,1328.7534398248413,3453213.987975831,15.0,0.0,0.0,120000,364.55142992848596,1211.2128482769422,2255781.8425098187,10.0,15000,0.55,120000,340.2808687011736,1184.4080824737023,1396922.9693423638,10.0,35000,0.78,120000
219,-0.0111310018459812,-0.0064179317302671,-0.0038931233619315,-0.0041119900401778,-0.0263719205825605,-0.003960766452007,-0.0207853190187672,-0.003374511032693,-0.0102717878559683,-0.0044166250361043,338.8626321610291,1170.1685776900888,1356558.4034067015,10.0,35000,0.78,25000,389.02091986274917,1329.0071063490204,3453911.176031238,15.0,0.0,0.0,120000,364.61559592270135,1211.1743324087151,2253276.005038775,10.0,15000,0.55,120000,340.3092217592925,1184.2569784036982,1396287.3463623405,10.0,35000,0.78,120000
220,-0.0112067206618325,-0.0064732868323234,-0.0039262156955915,-0.0041356760806393,-0.026562943117018,-0.003974202289008,-0.0209363125164384,-0.0033801286361617,-0.0103594819068775,-0.0044245326837277,338.9798751474044,1171.0894723273423,1355994.7223087465,10.0,35000,0.78,25000,389.0309807862361,1327.9336871005687,3452441.209547301,15.0,0.0,0.0,120000,364.66566737843516,1211.3115681610718,2251152.9953153855,10.0,15000,0.55,120000,340.4355739425645,1186.408970350911,1396315.9601013833,10.0,35000,0.78,120000
221,-0.0112659376165586,-0.00651895924212,-0.0039469095095774,-0.0042011635312939,-0.0267803672009925,-0.0039782064098489,-0.0211213830196358,-0.0033933954492078,-0.0104074615054409,-0.0044452563784189,338.9299768216398,1171.2177854621523,1356156.0191496054,10.0,35000,0.78,25000,389.04633218621615,1330.4170468777188,3451436.087906857,15.0,0.0,0.0,120000,364.6156483889994,1212.273973132141,2254179.325851301,10.0,15000,0.55,120000,340.37273628114974,1185.73210364722,1395675.490772162,10.0,35000,0.78,120000
222,-0.0113161145880708,-0.0065538953906421,-0.0039701469112738,-0.0042183397798008,-0.0269793436016394,-0.0040259934837004,-0.0212504042336683,-0.0034201793363291,-0.0104701739590945,-0.0044654240276775,338.96368585042507,1171.0125971619282,1356143.077209872,10.0,35000,0.78,25000,389.049427507676,1329.6250444939026,3450884.1427972736,15.0,0.0,0.0,120000,364.66528136967713,1213.8372142012572,2253294.5660115136,10.0,15000,0.55,120000,340.441956295554,1186.3416382908647,1392856.5670957684,10.0,35000,0.78,120000
223,-0.0113985896017282,-0.0065993863098517,-0.0039774282445745,-0.0042298974613885,-0.0271363371658439,-0.0040911974104358,-0.0213698878469854,-0.0034456020664295,-0.0105451367271176,-0.0045007018852929,339.054604235457,1172.092987219301,1355639.2411036587,10.0,35000,0.78,25000,389.13264780403705,1330.6291017487108,3451119.034490024,15.0,0.0,0.0,120000,364.688758590642,1213.1211903765175,2252672.8881222615,10.0,15000,0.55,120000,340.39130646974314,1186.6054598831502,1395017.7883259698,10.0,35000,0.78,120000
224,-0.0114509781880853,-0.0066296457134378,-0.0039963750150058,-0.0042584809452045,-0.027288703840602,-0.0041040606883756,-0.0215419540841581,-0.0034781538733245,-0.010634085406759,-0.0045246701297592,339.1206115475567,1172.9691508719866,1355626.6330469055,10.0,35000,0.78,25000,389.2092960053836,1330.8995629918425,3450629.081041736,15.0,0.0,0.0,120000,364.7422498408454,1214.2412082602182,2252639.534327638,10.0,15000,0.55,120000,340.4721494203986,1187.2297402795375,1394120.0036940353,10.0,35000,0.78,120000
225,-0.0115100005129722,-0.0066507303164295,-0.0040491447355216,-0.0042831581960756,-0.0274471279157325,-0.0041302604398435,-0.0216568497453225,-0.0034934908397557,-0.0106942551900981,-0.0046254359550653,339.04012221930304,1172.6676719088978,1354900.5462640773,10.0,35000,0.78,25000,389.139166906196,1331.4787585245479,3449831.5898993458,15.0,0.0,0.0,120000,364.6732729086702,1213.428017894064,2251557.6978863287,10.0,15000,0.55,120000,340.3594377852333,1187.6366001511938,1395677.8968413451,10.0,35000,0.78,120000
226,-0.0115796788895084,-0.0066956741859335,-0.0040575225470843,-0.0043324605672268,-0.0276276198462393,-0.0041393470020532,-0.0218065797481433,-0.0035299734862706,-0.0107637680953603,-0.0046511388302247,339.03332540174233,1172.910067232281,1355682.3212634283,10.0,35000,0.78,25000,389.19385550628755,1332.2444169958683,3448107.602748597,15.0,0.0,0.0,120000,364.70110995925296,1214.8625219190922,2252439.2003511703,10.0,15000,0.55,120000,340.45622423479546,1187.5692388654736,1394644.7006241095,10.0,35000,0.78,120000
227,-0.0116845919504522,-0.0067379692467287,-0.0041084754900576,-0.0043500973074825,-0.0277790792527028,-0.0041556225699317,-0.0219459000015156,-0.0035763327011736,-0.0108096715604308,-0.0046581507161758,339.12039391653684,1173.8893716757627,1355844.0579823616,10.0,35000,0.78,25000,389.21219067694835,1331.5959963376135,3448287.942274694,15.0,0.0,0.0,120000,364.7136981970064,1214.6377858674732,2250534.04414536,10.0,15000,0.55,120000,340.63516047897133,1187.3575624187474,1394091.5171935423,10.0,35000,0.78,120000
