,sample_id,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRHPC_Pout_st,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRHPC_Pout_st,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,CLIMB1_DECKSMRHPC_Tin,CLIMB1_DECKSMRLPT_Tin,CLIMB1_DECKSMRHPC_Pout_st,CLIMB1_DTAMB,CLIMB1_ALT,CLIMB1_MACH,CLIMB1_COMMAND,CLIMB2_DECKSMRHPC_Tin,CLIMB2_DECKSMRLPT_Tin,CLIMB2_DECKSMRHPC_Pout_st,CLIMB2_DTAMB,CLIMB2_ALT,CLIMB2_MACH,CLIMB2_COMMAND
55,55,-0.006734663467095205,0.017879461620949402,-0.04509046332611544,-0.026725682897724975,-0.03902232454448714,-0.04298628182795497,-0.021146029665157263,-0.04449019754240159,-0.005793222586507399,0.04250671002414934,343.450922,1156.87588,1495380.66,10.0,35000,0.78,25000,390.164027,1294.55588,3678196.76,15.0,0.0,0.0,120000,366.264901,1172.00517,2369653.71,10.0,15000,0.55,120000,342.702734,1149.22637,1472927.57,10.0,35000,0.78,120000
56,56,-0.038542057667278445,-0.030994933963244573,-0.03242179419238127,-0.012910070960382769,-0.013824574525067135,-0.04573616260428109,-0.028881451509519762,-0.02805810848172145,-0.018183304192466304,0.04946047256473833,338.308971,1203.11573,1429594.95,10.0,35000,0.78,25000,387.200575,1328.58682,3674611.5,15.0,0.0,0.0,120000,362.504523,1195.16847,2400332.24,10.0,15000,0.55,120000,339.467499,1222.26775,1456215.23,10.0,35000,0.78,120000
57,57,-0.020669228241648664,-0.005875583098629754,-0.011241286254293645,-0.029814902071567506,-0.029426007758440585,0.014396166813677197,-0.0014547761219356747,-0.04658712394053698,-0.0009251371494168603,0.017659409204408477,343.898499,1129.51112,1481981.98,10.0,35000,0.78,25000,389.527563,1258.45579,3573222.27,15.0,0.0,0.0,120000,365.609026,1137.49177,2294849.53,10.0,15000,0.55,120000,341.50007,1109.91746,1420976.45,10.0,35000,0.78,120000
58,58,-0.011749408479265741,-0.049625128832803664,-0.026552489857948038,-0.017518842005361232,-0.026458668836275838,-0.0073046657922917965,-0.047088753291218484,-0.017338855635609607,-0.012595801504831354,-0.033024823131798574,339.5304,1231.21927,1338825.65,10.0,35000,0.78,25000,387.479178,1387.70756,3320479.87,15.0,0.0,0.0,120000,362.952024,1261.09524,2146621.47,10.0,15000,0.55,120000,338.519463,1228.59538,1326561.92,10.0,35000,0.78,120000
59,59,-0.024463730229252013,-0.0391585658626055,-0.02415376753621039,-0.025678781753246192,-0.02500365722814651,0.02897758231471935,-0.027351516732849447,-0.005633769773069265,-0.03099090297377127,-0.012620357709658046,340.847827,1202.34161,1370646.3,10.0,35000,0.78,25000,388.025676,1347.42338,3364839.41,15.0,0.0,0.0,120000,363.795724,1221.00705,2165811.84,10.0,15000,0.55,120000,339.178949,1192.28144,1339553.32,10.0,35000,0.78,120000
60,60,-0.0027387529368138666,-0.03860914605054721,-0.004451663935982023,0.024623443242625317,-0.009981605611774691,-0.044225604136590546,-0.02493340071913096,-0.003114104071183635,-0.020366206751496897,0.029559911300472627,328.9349,1222.47567,1336615.25,10.0,35000,0.78,25000,383.159839,1383.91058,3664011.67,15.0,0.0,0.0,120000,358.390923,1269.48087,2437193.39,10.0,15000,0.55,120000,335.211884,1315.3419,1473257.16,10.0,35000,0.78,120000
61,61,-0.023276551901205634,-0.03212328192758589,-0.021984907558352786,0.014012337534854702,-0.03464411412274396,0.01661299720204966,-0.026874991768967637,-0.033346492861313054,-0.02806193488743211,0.027959053039714285,331.373483,1209.99223,1407922.67,10.0,35000,0.78,25000,385.290351,1378.43256,3783881.37,15.0,0.0,0.0,120000,360.680248,1264.16824,2499856.87,10.0,15000,0.55,120000,336.327839,1283.80644,1530073.25,10.0,35000,0.78,120000
62,62,-0.02788867156376459,-0.047191759793453525,-0.008992770084747463,0.008828021235045079,-0.0034889584895369183,-0.02632926080175525,-0.01389684107527999,0.045915180727688173,-0.014277730855068886,0.04319794021301428,332.141737,1205.18753,1286520.97,10.0,35000,0.78,25000,384.205772,1346.83958,3430611.73,15.0,0.0,0.0,120000,359.363969,1222.86579,2265306.08,10.0,15000,0.55,120000,335.916987,1263.07883,1367988.0,10.0,35000,0.78,120000
63,63,-0.029462350833609943,-0.027458066472493946,-0.025518485363600588,-0.03029816187304539,-0.04302434923615693,-0.01568742583289165,-0.022837652814333743,-0.0427132581963117,-0.048886860341375814,0.00013454345194433698,342.410717,1205.94349,1458922.01,10.0,35000,0.78,25000,389.118698,1347.6931,3570770.84,15.0,0.0,0.0,120000,365.015338,1219.98387,2293124.36,10.0,15000,0.55,120000,340.635907,1193.6304,1420482.96,10.0,35000,0.78,120000
64,64,-0.004369715734238257,-0.008240697273685309,-0.0010244818549116422,-0.009387628120353035,-0.03331094888668762,-0.01308650024369986,-0.0060022500624698286,0.026485370657883645,-0.0068386436996821995,-0.006029607289128616,339.400722,1158.88402,1318925.85,10.0,35000,0.78,25000,388.472847,1311.46493,3311287.95,15.0,0.0,0.0,120000,364.13548,1192.91293,2154577.08,10.0,15000,0.55,120000,339.916871,1164.58572,1334280.51,10.0,35000,0.78,120000
65,65,-0.015200677778776699,-0.03711650790510696,-0.020335806404427934,-0.005390126690688481,-0.046926390564815956,0.02252157486127239,-0.019926672335572028,0.0207010563488811,-0.016295160125441577,0.01060305993225217,335.873803,1205.44791,1313521.99,10.0,35000,0.78,25000,386.545629,1366.87068,3364471.5,15.0,0.0,0.0,120000,362.099389,1245.85313,2194719.77,10.0,15000,0.55,120000,337.136674,1223.36585,1355084.46,10.0,35000,0.78,120000
66,66,-0.009637412525377538,-0.011509246049737493,-0.018093796840969747,-0.007667849272988615,-0.009170963469272826,0.02542588868188675,-0.036903715802988145,0.007001256629933242,-0.025148181028505585,0.004592058048868718,337.742086,1184.92594,1352413.84,10.0,35000,0.78,25000,387.966602,1342.75882,3450039.49,15.0,0.0,0.0,120000,363.657772,1223.46267,2248737.49,10.0,15000,0.55,120000,339.151764,1200.88192,1392439.37,10.0,35000,0.78,120000
67,67,-0.04106841063901481,0.013540102456301578,-0.02749879001863146,0.015039295191903473,-0.02229760642020669,0.011286104725662563,-0.007457649380142775,0.013503083403869659,-0.04206718345665653,0.03263462153680087,335.482534,1193.52145,1380973.55,10.0,35000,0.78,25000,389.681852,1356.70805,3757385.16,15.0,0.0,0.0,120000,364.923834,1241.47157,2492891.31,10.0,15000,0.55,120000,342.252398,1282.32417,1522099.09,10.0,35000,0.78,120000
68,68,-0.01803358333442389,-0.020561583230151028,-0.03250883439049995,0.012037376066799867,-0.037317270132475905,0.009725366030096869,-0.03321019088575264,0.039040790727155425,-0.04787598156078746,-0.03754085663694495,334.608065,1262.33827,1271002.35,10.0,35000,0.78,25000,388.646183,1449.61019,3392464.39,15.0,0.0,0.0,120000,363.763603,1331.10278,2239970.05,10.0,15000,0.55,120000,339.047379,1312.79957,1391716.17,10.0,35000,0.78,120000
69,69,-0.020142270437555912,-0.0299175974390184,-0.036617548558440335,0.021739725815586655,-0.008454532407211474,0.017576366355771936,-0.04937115897470899,0.025409255205836243,-0.007826719604504748,-0.024299383291514827,332.34381,1234.09474,1270713.13,10.0,35000,0.78,25000,387.288776,1421.20487,3433942.12,15.0,0.0,0.0,120000,362.328782,1307.71417,2278359.4,10.0,15000,0.55,120000,337.295386,1293.47653,1409687.48,10.0,35000,0.78,120000
70,70,-0.02562068603081333,0.021742006122265067,-0.04657772078204171,0.006100548507767353,-0.04114162346662506,0.003150808484468498,-0.01689598721257069,0.004216175890624285,-0.0237191931292921,-0.04047625730858673,340.662877,1223.89649,1343126.94,10.0,35000,0.78,25000,393.34349,1403.67215,3527480.02,15.0,0.0,0.0,120000,368.489261,1286.07839,2323138.43,10.0,15000,0.55,120000,344.930608,1260.66742,1448812.07,10.0,35000,0.78,120000
71,71,-0.021497350874467514,-0.03293967798158322,-0.04890731922155894,-0.04032204317537539,-0.011893794918114667,-0.019748143475962855,-0.017781085366868787,-0.008101894157314549,-0.03382646106328201,0.04804465057181219,340.545103,1179.81232,1448527.33,10.0,35000,0.78,25000,385.364841,1279.81883,3535091.81,15.0,0.0,0.0,120000,361.629461,1147.00614,2258633.32,10.0,15000,0.55,120000,337.238576,1146.20702,1386822.22,10.0,35000,0.78,120000
72,72,-0.03825636603215006,0.02485362200570579,-0.01751792137570908,-0.03316781961786337,-0.026551501342065083,0.005167136725356118,-0.000623033305752474,-0.025065530433918383,-0.037727558921205884,0.002483912198742888,348.37458,1147.88656,1477283.23,10.0,35000,0.78,25000,393.903815,1281.43542,3569061.69,15.0,0.0,0.0,120000,369.919167,1158.61521,2290332.04,10.0,15000,0.55,120000,346.558603,1131.28331,1426624.42,10.0,35000,0.78,120000
73,73,-0.008656284974514296,0.028359231613940092,-0.008055800184124613,-0.044707603502391946,-0.010030264225413268,-0.00895855178048794,-0.03210351027076241,-0.006302071568783638,-0.0011970628885890483,0.037583390366930855,351.434807,1130.07291,1433807.16,10.0,35000,0.78,25000,393.20726,1256.06127,3329470.38,15.0,0.0,0.0,120000,369.452263,1131.15566,2113698.68,10.0,15000,0.55,120000,346.807284,1095.9721,1315283.87,10.0,35000,0.78,120000
74,74,-0.007500830353837404,-0.03568965629679896,-0.0004313822818704377,0.005199013549990465,-0.04075408367790644,-0.03119160160520577,-0.0066665470805053195,0.02856867297985355,-0.046390290568763294,0.04615879629378504,331.801329,1217.02257,1327972.15,10.0,35000,0.78,25000,383.632287,1361.69233,3532757.35,15.0,0.0,0.0,120000,358.978223,1235.807,2329772.93,10.0,15000,0.55,120000,335.615861,1274.80291,1412036.07,10.0,35000,0.78,120000
75,75,-0.03563017427170763,0.016142007647225814,-0.02762124142651417,-0.04158389072044086,-0.031841629178829406,-0.007782602300370735,-0.021665367871027436,-0.049930384617589155,-0.04452428464492348,-0.025460769605239568,352.301417,1195.96633,1486884.45,10.0,35000,0.78,25000,395.327367,1331.84509,3520942.32,15.0,0.0,0.0,120000,371.210309,1202.78716,2242592.08,10.0,15000,0.55,120000,348.63448,1170.08498,1396296.43,10.0,35000,0.78,120000
76,76,-0.013355779020798389,-0.013320363209245976,-0.03902368701000274,-0.001310564297310829,-0.030459411596765344,0.0211925921745431,-0.0020941609874056757,-0.031031283512901645,-0.023055314733781102,0.014379850713371709,334.21878,1173.04396,1443281.59,10.0,35000,0.78,25000,385.781613,1321.91176,3768784.58,15.0,0.0,0.0,120000,361.526057,1205.38413,2470014.96,10.0,15000,0.55,120000,337.262481,1215.64778,1516836.99,10.0,35000,0.78,120000
77,77,-0.04412081945436955,-0.024855369640344543,-0.03729509769138307,0.0005204517335281808,-0.02300237069645594,-0.0394826955674739,-0.02580955954321349,-0.03816274348610496,-0.038386468694067644,-0.028855491541790585,337.315576,1225.63532,1417466.19,10.0,35000,0.78,25000,389.167462,1381.84835,3712368.84,15.0,0.0,0.0,120000,364.467862,1262.3792,2435216.43,10.0,15000,0.55,120000,340.787628,1271.85559,1496231.63,10.0,35000,0.78,120000
78,78,-0.015627131741877083,0.01486496505527786,-0.03122722871514933,0.01351726043653334,-0.005992324766808818,0.015310771137088633,-0.005406579672910056,-0.00931839911782846,-0.016899606761120747,0.03339926608113736,334.082519,1161.06091,1415178.81,10.0,35000,0.78,25000,387.279924,1313.39982,3817558.37,15.0,0.0,0.0,120000,362.716683,1198.9572,2530522.27,10.0,15000,0.55,120000,339.956239,1237.22602,1540721.44,10.0,35000,0.78,120000
79,79,-0.0246081778476127,-0.03753122087503139,-0.01965881781718178,0.008337513285535704,-0.01651491738504985,-0.02067718292432575,-0.030009517073908743,0.04483451224241823,-0.042862591660425435,-0.0007080912356835917,332.622415,1226.15025,1285786.14,10.0,35000,0.78,25000,385.641081,1388.56588,3421839.26,15.0,0.0,0.0,120000,361.006424,1271.04196,2252812.24,10.0,15000,0.55,120000,336.882669,1289.0156,1379595.88,10.0,35000,0.78,120000
80,80,-0.036369290193228695,0.008946277463096022,-0.03394500972855885,-0.03847506443842276,-0.028563013170873314,-0.03171497492916443,-0.03384654771346485,0.042827056063557925,-0.009753646350791026,-0.03699177447592871,355.149224,1229.91329,1287616.37,10.0,35000,0.78,25000,396.936002,1369.69128,3045221.74,15.0,0.0,0.0,120000,372.336062,1237.75404,1939844.07,10.0,15000,0.55,120000,350.692999,1202.01447,1203685.75,10.0,35000,0.78,120000
81,81,-0.04350200380236667,-0.042013263841518045,-0.029496542290965252,-0.0024677110673073377,-0.04006345498775926,-0.037117841759803274,-0.03994019015006385,-0.04553620041311138,-0.04931089601493038,0.01872681280849911,335.725931,1251.05537,1431374.97,10.0,35000,0.78,25000,387.376203,1405.43227,3757254.01,15.0,0.0,0.0,120000,362.714878,1280.85822,2458923.88,10.0,15000,0.55,120000,338.845928,1298.56754,1505276.66,10.0,35000,0.78,120000
82,82,-0.045525259848186006,-0.010475654087112693,-0.022647377596601383,0.011069103162671713,-0.018418122588421307,-0.041214528435131494,-0.04979785688734287,0.0017687194603131506,-0.0229369442489519,-0.008253664506561828,338.105425,1227.73028,1332065.69,10.0,35000,0.78,25000,391.607956,1406.74905,3527093.59,15.0,0.0,0.0,120000,366.638051,1289.87866,2326257.99,10.0,15000,0.55,120000,342.80209,1280.15239,1439912.65,10.0,35000,0.78,120000
83,83,-0.03280538506661771,0.019157167327928312,-0.04619808325002963,-0.027342096610879836,-0.004362884817357714,-0.009653550236255512,-0.03637921111859238,-0.02398341707599294,-0.0042096361939504,0.02848541694811446,346.103754,1155.15007,1454501.29,10.0,35000,0.78,25000,392.8103,1295.52173,3567784.08,15.0,0.0,0.0,120000,368.755508,1173.22371,2297576.72,10.0,15000,0.55,120000,345.223959,1146.68286,1428670.84,10.0,35000,0.78,120000
84,84,-0.04600623493897061,0.0029631771549516947,-0.012260115033522999,0.0016736308557115526,-0.014047035981544699,-0.04031172513734032,-0.03769750362002028,0.03331741840179078,-0.017074687078184075,-0.016961549629541037,342.309866,1205.9321,1292791.21,10.0,35000,0.78,25000,393.709916,1375.83692,3340064.78,15.0,0.0,0.0,120000,368.809611,1257.13773,2189656.35,10.0,15000,0.55,120000,345.141742,1230.37562,1360900.03,10.0,35000,0.78,120000
85,85,-0.019589220880910915,-0.026159633594319595,-0.014429491430278857,-0.0035300661953135415,-0.017106073703761653,-0.025575840710539862,-0.012366747452281418,0.03512163426618921,-0.011189526347518651,-0.029517019486849427,337.353566,1179.19523,1294035.12,10.0,35000,0.78,25000,387.887357,1337.0032,3298171.97,15.0,0.0,0.0,120000,363.355239,1218.46512,2154837.29,10.0,15000,0.55,120000,338.729326,1196.39892,1332643.19,10.0,35000,0.78,120000
86,86,-0.04487085820525987,0.0006150912186777616,-0.005891480065013041,-0.031255947054913226,-0.04205230754840239,0.006876821367297566,-0.005932786269660512,-0.007798097435818337,-0.008549931238580367,-0.03920439736708143,352.410788,1191.62934,1364041.53,10.0,35000,0.78,25000,395.885846,1331.50339,3251258.3,15.0,0.0,0.0,120000,371.363424,1205.72796,2082397.59,10.0,15000,0.55,120000,348.830361,1169.57503,1291240.54,10.0,35000,0.78,120000
87,87,-0.030871800182553828,-0.04441851207566556,-0.010489612316853636,0.018498284255715453,-0.0023596562668454085,0.026089943129209564,-0.03469731494407505,-0.03931913248859967,-0.01030437056444912,0.006419010626251942,330.799145,1191.48798,1392847.23,10.0,35000,0.78,25000,384.890487,1357.0937,3739676.88,15.0,0.0,0.0,120000,360.165332,1245.46761,2475374.48,10.0,15000,0.55,120000,335.539437,1262.75152,1510390.84,10.0,35000,0.78,120000
88,88,-0.0272045699888124,-0.04168141980469417,-0.04046769068478325,-0.01037411220530128,-0.0015983710903753195,-0.0023017647863064067,-0.04469705349129656,0.008868891306973783,-0.006081435750277281,-0.03868456207339368,338.65056,1215.95524,1311149.25,10.0,35000,0.78,25000,388.335402,1375.17555,3311672.8,15.0,0.0,0.0,120000,363.72978,1252.37503,2152992.93,10.0,15000,0.55,120000,339.056527,1224.57553,1331040.54,10.0,35000,0.78,120000
89,89,-0.041669738877104456,-0.006763918713484647,-0.0021217983726792983,0.013120860395916145,-0.029876752281500128,-0.014704828841534297,-0.004639056678435741,0.012797911898354525,-0.01059288306743554,0.0014779876986334844,336.8773,1171.83781,1337026.94,10.0,35000,0.78,25000,389.950692,1335.71024,3536460.08,15.0,0.0,0.0,120000,365.179981,1223.72526,2334059.88,10.0,15000,0.55,120000,341.46248,1225.57482,1435229.0,10.0,35000,0.78,120000
90,90,-0.021734208320623383,-0.04300755187188363,-0.0075225865584947135,-0.013585193072261026,-0.049979666173817806,-0.015322015360602133,-0.03424775327831431,-0.02411069207402962,-0.0256262181452748,-0.03229477394957454,340.622209,1240.33494,1347593.81,10.0,35000,0.78,25000,389.124418,1400.86375,3365437.17,15.0,0.0,0.0,120000,364.439729,1274.58179,2181656.18,10.0,15000,0.55,120000,340.269333,1242.38351,1349078.56,10.0,35000,0.78,120000
91,91,-0.04838240177630362,-0.0467013686378117,-0.033450820926783226,-0.0067876548866006026,-0.016491183341552265,-0.017962399306214384,-0.032535911070251444,-0.012137793535927803,-0.004652233263238013,-0.026552898254064466,338.49426,1208.53777,1349141.08,10.0,35000,0.78,25000,388.939858,1366.25644,3434444.38,15.0,0.0,0.0,120000,364.238691,1244.8745,2238795.23,10.0,15000,0.55,120000,339.32007,1222.35056,1382395.61,10.0,35000,0.78,120000
92,92,-0.008048488944352741,-0.021876637566241718,-0.04080837808953866,-0.034433891521841765,-0.024082655661683647,-0.013402604379520157,-0.04308015601249113,0.0361480668422052,-0.02479211393003061,0.04026487057248036,341.823399,1192.73875,1342564.69,10.0,35000,0.78,25000,387.757942,1333.16744,3259576.87,15.0,0.0,0.0,120000,363.861398,1204.15183,2086140.08,10.0,15000,0.55,120000,339.528598,1174.86923,1292633.94,10.0,35000,0.78,120000
93,93,-0.029648016431455013,-0.04069700210967062,-0.003202427482213263,0.018991988022604767,-0.038886176493837285,-0.011765450822011227,-0.02347076942836905,0.010879344662556314,-0.03944806104121182,-0.04210039564564981,332.882772,1242.2663,1292225.19,10.0,35000,0.78,25000,387.422813,1425.90315,3463583.52,15.0,0.0,0.0,120000,362.401686,1310.73688,2294366.25,10.0,15000,0.55,120000,337.464366,1299.81325,1417328.39,10.0,35000,0.78,120000
94,94,-0.034632269905575656,-0.017877182828854365,-0.04958974603617305,-0.04233085434504798,-0.021224929649972066,0.00820379282158143,-0.03735512260066799,-0.016851334649402208,-0.0034372875699277827,-0.04333932214573656,351.834604,1221.31179,1374482.44,10.0,35000,0.78,25000,393.811011,1357.35997,3226986.96,15.0,0.0,0.0,120000,369.48175,1226.48155,2048921.38,10.0,15000,0.55,120000,346.695515,1189.68067,1269415.97,10.0,35000,0.78,120000
95,95,-0.003765425197143908,0.005801274876907472,-0.012622398250775067,0.01627099674971845,-0.04597000950540376,0.026889608937115533,-0.04188867935666385,0.021482338478712254,-0.043745303957755936,0.03947025433381751,333.824681,1226.64514,1323629.75,10.0,35000,0.78,25000,388.243274,1413.15157,3574415.69,15.0,0.0,0.0,120000,363.615747,1298.3298,2365223.25,10.0,15000,0.55,120000,339.066205,1285.82782,1470560.91,10.0,35000,0.78,120000
96,96,-0.03226828400678855,-0.023147650467758157,-0.01906587741644604,-0.04530053108229483,-0.004976124857922842,0.018414375392330914,-0.025476602762452595,-0.015163576877710111,-0.015277208276019971,0.03579228274664846,345.636396,1144.03312,1446452.27,10.0,35000,0.78,25000,389.150323,1261.12097,3398857.51,15.0,0.0,0.0,120000,365.460274,1133.78002,2158755.5,10.0,15000,0.55,120000,341.15025,1105.69917,1335276.29,10.0,35000,0.78,120000
97,97,-0.0191265923030633,0.021175956336991056,-0.015559476655370101,-0.02113347872610336,-0.020660766495741164,-0.033686503369531676,-0.01473250706599464,-0.011400451245245281,-0.011765943045673036,-0.03518723894461534,347.272243,1166.0319,1389172.63,10.0,35000,0.78,25000,393.684779,1313.24155,3398734.64,15.0,0.0,0.0,120000,369.323715,1191.77586,2195708.7,10.0,15000,0.55,120000,346.4012,1158.65161,1366117.01,10.0,35000,0.78,120000
98,98,-0.017494301949259786,-0.029054646294963092,-0.04787080731636576,-0.02237500743761116,-0.02257643856106317,-0.0067365326866188555,-0.044170693533690866,0.00994989331030307,-0.024171201838405317,-0.044794457030495886,342.605379,1243.74302,1318795.5,10.0,35000,0.78,25000,389.995162,1400.69175,3259006.73,15.0,0.0,0.0,120000,365.506252,1272.28024,2101802.49,10.0,15000,0.55,120000,341.627292,1239.6559,1303865.84,10.0,35000,0.78,120000
99,99,-0.031811354372494105,-0.017000670867795893,-0.0038968176919311898,-0.04696956368886444,-0.015461891658046588,-0.0183503916823363,-0.008819506824632083,0.037997691227413255,-0.04149668424920559,-0.034280896385964155,350.14195,1174.90699,1339471.17,10.0,35000,0.78,25000,392.043713,1301.59335,3104734.87,15.0,0.0,0.0,120000,368.024238,1171.53704,1967300.13,10.0,15000,0.55,120000,344.614784,1136.60671,1220160.76,10.0,35000,0.78,120000
